city,lat,lng,country,population,predicted_population
Fort-de-France,14.6104,-61.08,Martinique,253995,252368.72331455586
Pathankot,32.2703,75.72,India,253987,253706.66379980184
Chandler,33.2827,-111.8516,United States,253458,253449.3558372319
Anchorage,61.1508,-149.1091,United States,253421,253398.02105451789
Tallahassee,30.455,-84.2526,United States,253030,252179.2907195423
Chirala,15.8604,80.34,India,253000,253579.51714658237
Buenaventura,3.8724,-77.0505,Colombia,252805,255322.66107430396
El Fasher,13.63,25.35,Sudan,252609,253135.98535516794
Dire Dawa,9.59,41.86,Ethiopia,252279,252571.25626791798
Suihua,46.6304,126.98,China,252245,250972.0486772418
Messina,38.2005,15.55,Italy,252026,253219.29941865127
Borujerd,33.92,48.8,Iran,251958,251262.6836093338
Linhai,28.85,121.12,China,251759,251948.73978929408
Khon Kaen,16.42,102.83,Thailand,251056,250043.36106394563
Morogoro,-6.82,37.66,Tanzania,250902,250149.4661518281
Governador Valadares,-18.87,-41.97,Brazil,250878,252180.35864283622
Sonipat,29,77.02,India,250521,249726.82773395962
Santa Clara,22.4,-79.9667,Cuba,250512,251232.39706260053
Iwo,7.63,4.18,Nigeria,250443,248758.14504923363
Concord,35.3933,-80.636,United States,250186,251468.15733793975
Jaffna,9.675,80.005,Sri Lanka,250000,250974.0083527445
Zumpango,19.8104,-99.11,Mexico,250000,250225.55715450767
Niš,43.3304,21.9,Serbia,250000,249482.07369751533
Arua,3.0204,30.9,Uganda,250000,251309.62864943896
Quảng Ngãi,15.1504,108.83,Vietnam,250000,250497.1225217701
Luzern,47.0504,8.28,Switzerland,250000,249879.70789853242
Laiyang,36.9684,120.7084,China,250000,249853.2905452304
Kashan,33.9804,51.58,Iran,250000,250383.27166066717
Como,45.81,9.08,Italy,250000,249727.8231479704
Caserta,41.06,14.3374,Italy,250000,249069.50327571196
Scottsdale,33.6872,-111.865,United States,249950,249704.3880713014
Várzea Grande,-15.65,-56.14,Brazil,249752,250421.34604689176
Kirovohrad,48.5041,32.2603,Ukraine,249454,251584.1071293534
Melun,48.5333,2.6666,France,249432,247762.05055819137
Mutare,-18.97,32.65,Zimbabwe,249365,251034.52610604692
Santa Maria,-29.6833,-53.8,Brazil,249219,250029.5322312062
Hafar al Batin,28.4337,45.9601,Saudi Arabia,249194,248146.19623885196
Los Mochis,25.79,-109,Mexico,249047,249117.54614248232
Jalal Abad,40.9429,73.0025,Kyrgyzstan,248899,248868.7085683538
Vung Tau,10.3554,107.085,Vietnam,248767,250294.67137375736
Fukui,36.0704,136.22,Japan,248707,247538.6730699602
Singkawang,0.912,108.9655,Indonesia,248012,248922.6942696247
Miskolc,48.1004,20.78,Hungary,247757,247455.29452444369
Killeen,31.0754,-97.7293,United States,247489,248286.79668572688
Plymouth,50.3854,-4.16,United Kingdom,247297,247157.60091434343
Udon Thani,17.4048,102.7893,Thailand,247231,247449.8769815254
Kattaqorgon,39.9007,66.2608,Uzbekistan,247113,247300.90336650674
Orsk,51.21,58.6273,Russia,246836,246993.86586694428
San Bernardo,-33.6,-70.7,Chile,246762,246853.90159270764
Glendale,33.5796,-112.2258,United States,246709,246248.61825285573
Oruro,-17.98,-67.13,Bolivia,246501,244734.10285208575
Bratsk,56.157,101.615,Russia,246348,247617.97280431926
Wilmington,34.21,-77.886,United States,245910,244421.38013727282
Matadi,-5.8166,13.45,Congo (Kinshasa),245862,246453.08849629658
Mirzapur,25.1454,82.57,India,245817,244710.09732309254
Shimonoseki,33.9654,130.9454,Japan,245786,244525.78418553027
Rzeszów,50.0705,22,Poland,245686,245584.98023057627
Juliaca,-15.5,-70.14,Peru,245675,244507.1852909804
Qinzhou,21.9504,108.62,China,245376,243815.99085554256
Winter Haven,28.0122,-81.7018,United States,245237,244687.92815211826
Nizhenvartovsk,60.935,76.58,Russia,244937,248240.9644266873
Ternopil,49.536,25.5821,Ukraine,244768,245709.7284540809
Braunschweig,52.25,10.5,Germany,244715,242632.92613214525
Norfolk,36.8945,-76.259,United States,244703,243583.65161284886
Hebi,35.9504,114.22,China,244662,245927.55025052276
Thu Dau Mot,10.9691,106.6527,Vietnam,244277,245177.44886421808
Gunsan,35.9818,126.716,"Korea, South",244080,244316.04458926007
Jessore,23.1704,89.2,Bangladesh,243987,243342.77422284213
Manisa,38.6304,27.44,Turkey,243971,244189.4469398232
Wonju,37.3551,127.9396,"Korea, South",243387,244061.17348747508
Nam Định,20.42,106.2,Vietnam,243186,243552.5920585077
Angarsk,52.56,103.92,Russia,243158,242521.1795183061
North Las Vegas,36.288,-115.0901,United States,242975,241218.43653325824
Hapur,28.7437,77.7628,India,242920,241757.44650575554
Gilbert,33.3103,-111.7463,United States,242354,243917.61315201587
Le Havre,49.505,0.105,France,242124,241667.73395109683
Caruaru,-8.28,-35.98,Brazil,242094,241314.63058164084
Neuquén,-38.95,-68.06,Argentina,242092,242166.29033208577
Ulanhot,46.08,122.08,China,241894,242538.74878144372
Novorossiysk,44.73,37.7699,Russia,241856,243168.6485328098
Tehuacan,18.4504,-97.38,Mexico,241429,240859.8497914974
Atlantic City,39.3797,-74.4527,United States,241363,241750.08955663972
Ivano-Frankivsk,48.9348,24.7094,Ukraine,241239,241043.24838119466
Linchuan,27.9703,116.36,China,241104,241642.83562877768
San Pablo,14.0696,121.3226,Philippines,240830,242680.0043736943
Chesapeake,36.6778,-76.3024,United States,240397,241394.4682313844
Irving,32.8584,-96.9702,United States,240373,240089.83533453036
Hialeah,25.8696,-80.3045,United States,239673,240344.63120562132
Hachinohe,40.51,141.54,Japan,239046,239923.85157774502
Garland,32.91,-96.6305,United States,238002,238718.7055917571
Fürth,49.47,11,Germany,237844,239176.11457940564
As Sib,23.6802,58.1825,Oman,237816,237769.48639271298
Århus,56.1572,10.2107,Denmark,237551,237441.78260184574
Sasebo,33.1631,129.7177,Japan,237444,236962.18332051346
Al Jubayl,27.0046,49.646,Saudi Arabia,237274,237452.2991535537
Taiping,4.865,100.72,Malaysia,237095,236585.4748369812
Pathein,16.7704,94.75,Burma,237089,237324.80046838478
Tegal,-6.8696,109.12,Indonesia,237084,237203.9719937101
Zicheng,30.3004,111.5,China,237042,234965.53660799545
Sylhet,24.9036,91.8736,Bangladesh,237000,235216.80008789807
Oostanay,53.2209,63.6283,Kazakhstan,236901,237882.21651911884
Košice,48.7304,21.25,Slovakia,236563,236685.70639520718
Monclova,26.9,-101.42,Mexico,236244,236384.0125447655
Tours,47.3804,0.6999,France,236096,236858.54755941484
Dera Ghazi Khan,30.0604,70.6351,Pakistan,236093,236911.37566792534
Springs,-26.2696,28.43,South Africa,236083,236399.62782959998
Luton,51.8804,-0.42,United Kingdom,235958,239275.7232715053
Sahiwal,30.6717,73.1118,Pakistan,235695,237197.93461644588
Oviedo,43.3505,-5.83,Spain,235651,235862.36378640565
Yakutsk,62.035,129.735,Russia,235600,235940.76003534324
Lübeck,53.8704,10.67,Germany,235390,235196.49146360497
Jizzax,40.1004,67.83,Uzbekistan,235352,236803.86230237698
Palmas,-10.2377,-48.2878,Brazil,235315,235722.60682715222
Boa Vista,2.8161,-60.666,Brazil,235150,236246.22088263693
Kediri,-7.7896,112,Indonesia,235143,236463.56798370453
McKinney,33.2016,-96.6669,United States,235134,233813.236441186
Fremont,37.5265,-121.9852,United States,234962,235237.54333614281
Kismaayo,-0.3566,42.5183,Somalia,234852,234763.66421222338
Ibb,13.9759,44.1709,Yemen,234837,235688.89089855328
Türkmenabat,39.11,63.58,Turkmenistan,234817,233270.32963430687
Punto Fijo,11.72,-70.21,Venezuela,234736,234550.1557982712
Porbandar,21.67,69.67,India,234684,236286.24105639142
Visalia,36.3273,-119.3264,United States,234573,234426.05595063866
Zacatecas,22.7704,-102.58,Mexico,234481,233554.58505126563
Santa Ana,13.9946,-89.5598,El Salvador,234478,237571.91572618522
Santa Ana,-13.76,-65.58,Bolivia,234478,235191.7697036181
Singaraja,-8.1152,115.0944,Indonesia,234468,234256.22998040874
Dili,-8.5594,125.5795,Timor-Leste,234331,234687.46736334477
Nizhnekamsk,55.6404,51.82,Russia,234297,234608.74747505825
York,39.9651,-76.7315,United States,234245,233289.09458610043
Zabol,31.0215,61.4815,Iran,233968,233548.83956454354
Rancagua,-34.17,-70.74,Chile,233268,233702.38009436883
Clermont-Ferrand,45.78,3.08,France,233050,231698.38106674334
Kennewick,46.1979,-119.1732,United States,232915,231433.6146158015
Kremenchuk,49.0835,33.4296,Ukraine,232742,231192.8815542441
Maradi,13.4916,7.0964,Niger,232555,233740.69163687306
Ploiești,44.9469,26.0365,Romania,232542,233137.29466735394
Nakhon Si Thammarat,8.4,99.97,Thailand,232335,231767.29403363305
Hetauda,27.4167,85.0334,Nepal,232334,234216.2634461464
Evansville,37.9882,-87.5339,United States,232285,232349.62014632017
Saidpur,25.8004,89,Bangladesh,232209,233042.13166245742
Al Fallujah,33.3477,43.7773,Iraq,231819,232046.39336657096
Shishou,29.7004,112.4,China,231787,231213.5211122338
Ngaoundéré,7.3204,13.58,Cameroon,231357,229958.85551330924
Debrecen,47.5305,21.63,Hungary,231286,232287.17900852519
Osnabrück,52.2804,8.05,Germany,231268,231078.36842760368
Nashua,42.7491,-71.491,United States,231262,231739.07521813724
Hailar,49.2,119.7,China,231171,231232.02089191755
Syktyvkar,61.66,50.82,Russia,230910,229441.1118661071
Zhangye,38.93,100.45,China,230728,230469.20426885775
Ilhéus,-14.78,-39.05,Brazil,230622,229536.85569136153
Santarém,-2.4333,-54.7,Brazil,230428,230213.57800642066
Zinder,13.8,8.9833,Niger,230358,230709.3262142046
Nukus,42.47,59.615,Uzbekistan,230006,229627.95013032816
Magdeburg,52.1304,11.62,Germany,229826,230453.5587363214
Tlimcen,34.8904,-1.32,Algeria,229777,231003.51478050277
Noginsk,55.8704,38.48,Russia,229731,231255.6494368114
Noginsk,64.4833,91.2333,Russia,229731,227954.46547566232
Nawabshah,26.2454,68.4,Pakistan,229504,229881.5778790009
Bharatpur,27.2504,77.5,India,229384,229481.63919520218
Uitenhage,-33.7596,25.39,South Africa,228912,230684.63163805407
Beipiao,41.81,120.76,China,228515,228672.71076304498
Er Rachidia,31.9404,-4.45,Morocco,228489,228627.72522272562
Petropavlovsk,54.88,69.22,Kazakhstan,228238,227539.38317786093
Miri,4.3999,113.9845,Malaysia,228212,228501.2713740937
Nassau,25.0834,-77.35,"Bahamas, The",227940,228682.42520339863
Brownsville,25.998,-97.4565,United States,227883,227912.03039292357
Iquique,-20.25,-70.13,Chile,227499,226828.35327812665
Hyeson,41.3927,128.1927,"Korea, North",227461,227938.9575313367
Pondicherry,11.935,79.83,India,227411,229149.53220063064
Quillacollo,-17.4,-66.28,Bolivia,227052,225567.43411512303
Starsy Oskol,51.3004,37.84,Russia,226977,226733.30305851527
Liaocheng,36.4304,115.97,China,226930,228069.63177078686
Gusau,12.1704,6.66,Nigeria,226857,227386.1752612931
Tanjungpinang,0.9168,104.4714,Indonesia,226666,226829.06387385933
Chon Buri,13.4004,101,Thailand,226618,226040.80776483248
Chuncheon,37.8747,127.7342,"Korea, South",226509,226090.0146207374
Monywa,22.105,95.15,Burma,226222,227294.15923739813
Sabzewar,36.22,57.63,Iran,226183,224976.34606012065
Groznyy,43.3187,45.6987,Russia,226100,226510.1786639509
Kolpino,59.73,30.65,Russia,225801,223250.29680967474
Sikasso,11.3204,-5.68,Mali,225753,223852.22730150932
Mubi,10.2703,13.27,Nigeria,225705,225370.87786815717
Novi Sad,45.2504,19.8499,Serbia,225457,226916.49938038338
Juazeiro do Norte,-7.21,-39.32,Brazil,225230,225293.5539846008
Nyanza,-2.3496,29.74,Rwanda,225209,225171.24711011912
Skikda,36.8804,6.9,Algeria,225181,224635.65686262402
Karnal,29.6804,76.97,India,225049,226195.0371937277
Bạc Liêu,9.2804,105.72,Vietnam,225000,223931.28203602874
Matsumoto,36.2404,137.97,Japan,224926,225826.65458051197
Tanga,-5.07,39.09,Tanzania,224876,226561.81301695376
Sucre,-19.041,-65.2595,Bolivia,224838,223935.42778282642
Nacala,-14.5186,40.715,Mozambique,224795,224881.64085238552
Vitoria,42.85,-2.67,Spain,224578,225026.00095455613
Nagercoil,8.1804,77.43,India,224329,226433.3337651593
Nicosia,35.1667,33.3666,Cyprus,224300,222647.34707212175
Haeju,38.0394,125.7144,"Korea, North",224231,224684.51041542136
Adıyaman,37.7704,38.2799,Turkey,223744,225153.5587897134
Okara,30.8104,73.45,Pakistan,223648,225772.5425161439
Narayanganj,23.6204,90.5,Bangladesh,223622,223876.9527778041
Colima,19.23,-103.72,Mexico,223287,221086.34807440758
Appleton,44.2774,-88.3894,United States,222222,221583.1509894238
Hancheng,35.4704,110.43,China,222135,223538.92040530045
Arar,30.99,41.0207,Saudi Arabia,222016,222580.85519909527
Itabuna,-14.7896,-39.28,Brazil,221938,221368.00732859777
Banja Luka,44.7804,17.18,Bosnia And Herzegovina,221738,218889.70713498665
Gueckedou,8.554,-10.151,Guinea,221715,220260.23396281703
Neyshabur,36.22,58.82,Iran,221700,221726.8660278558
Amol,36.4713,52.3633,Iran,221650,221499.32352324552
Tapachula,14.9,-92.27,Mexico,221521,221049.29367511816
Formosa,-26.1728,-58.1828,Argentina,221383,222412.11223112972
Gulfport,30.4271,-89.0703,United States,221348,222083.18755786502
Shakhty,47.7204,40.27,Russia,221312,222476.33562169518
Blagoveshchensk,50.2666,127.5333,Russia,221296,219384.79511896492
Córdoba,18.9204,-96.92,Mexico,220563,221605.31250322587
Babruysk,53.1266,29.1928,Belarus,220517,218902.75347470958
Cabanatuan,15.5021,120.9617,Philippines,220250,220086.31926579974
Polokwane,-23.89,29.45,South Africa,220045,220665.07517961215
Lhasa,29.645,91.1,China,219599,218132.80307357953
Thanjavur,10.7704,79.15,India,219571,218982.6849104244
Gabès,33.9004,10.1,Tunisia,219517,218214.29254454887
Baghlan,36.1393,68.6993,Afghanistan,218748,218592.00604370856
Thousand Oaks,34.1914,-118.8755,United States,218729,218493.5150497826
Velikiy Novgorod,58.5,31.33,Russia,218717,219393.23139927248
Wuhai,39.6647,106.8122,China,218427,218770.27343038097
Dodoma,-6.1833,35.75,Tanzania,218269,219577.59576565793
Bertoua,4.5804,13.68,Cameroon,218111,219460.42180584077
Imperatriz,-5.52,-47.49,Brazil,218106,217469.85538845748
Potsdam,52.4004,13.07,Germany,218095,219049.56564799388
San Pedro de Macorís,18.4504,-69.3,Dominican Republic,217899,217130.24265290078
Mallawi,27.7304,30.84,Egypt,217365,218434.72789064184
Sibolga,1.75,98.8,Indonesia,217312,215523.75521031985
Orléans,47.9004,1.9,France,217301,217960.98660489538
Denow,38.2772,67.8872,Uzbekistan,217274,217670.0275521848
Avondale,33.3858,-112.3236,United States,217192,217260.25724025883
Colombo,6.932,79.8578,Sri Lanka,217000,218412.87651149574
San Bernardino,34.1412,-117.2936,United States,216995,216072.2209762827
Gilgit,35.9171,74.3,Pakistan,216760,217200.3195839143
Rybinsk,58.0503,38.82,Russia,216724,218077.20575690197
Groningen,53.2204,6.58,Netherlands,216688,218087.31020017323
Bremerton,47.5436,-122.7122,United States,216480,216716.54003571876
Roanoke,37.2785,-79.958,United States,216177,217579.01320134362
Trieste,45.6504,13.8,Italy,216035,216143.0036922704
Kielce,50.8904,20.66,Poland,215733,216690.1725434715
Mulhouse,47.7504,7.35,France,215454,215567.25415241576
Biysk,52.5341,85.18,Russia,215430,215298.17340368524
Hickory,35.7427,-81.3233,United States,215353,212328.6625287566
Owerri,5.493,7.026,Nigeria,215038,215350.686025133
Zamora,19.9804,-102.28,Mexico,214947,214379.0197791811
Navoi,40.1104,65.355,Uzbekistan,214828,213836.72485727826
Split,43.5204,16.47,Croatia,214741,215333.75000704994
Kalamazoo,42.2749,-85.5881,United States,214083,213187.11645503715
Oradea,47.05,21.92,Romania,213830,214278.65429713854
Lutsk,50.7472,25.3334,Ukraine,213661,214270.98876116233
Portoviejo,-1.06,-80.46,Ecuador,213601,214083.4974106839
Bergen,60.391,5.3245,Norway,213585,213663.86505211005
Brăila,45.292,27.969,Romania,213569,213295.0649078235
Tacoma,47.2431,-122.4531,United States,213418,213122.0657681386
Nanping,26.6304,118.17,China,213054,212490.9871407782
Machala,-3.26,-79.96,Ecuador,213034,214403.63220581808
Limbe,4.0304,9.19,Cameroon,212474,211752.08781976186
Marília,-22.21,-49.95,Brazil,212218,213874.63449372095
Fontana,34.0968,-117.4599,United States,211815,212903.1825120491
Kırıkkale,39.8504,33.53,Turkey,211138,211500.17684491526
Abha,18.2301,42.5001,Saudi Arabia,210886,211985.70959876932
San-Pedro,4.7704,-6.64,Côte D’Ivoire,210273,210296.5561184926
Toamasina,-18.1818,49.405,Madagascar,210226,211115.16610136486
Pali,25.7904,73.3299,India,210103,211522.48171453897
Thái Bình,20.4503,106.333,Vietnam,210000,209854.4333137721
Oral,51.2711,51.335,Kazakhstan,209788,211049.2476272855
Presidente Prudente,-22.12,-51.39,Brazil,209502,211431.8492944209
Sanming,26.23,117.58,China,209444,208199.66587456633
Rennes,48.1,-1.67,France,209375,209530.11046451118
Ijebu Ode,6.8204,3.92,Nigeria,209175,211419.0063323377
Tema,5.6404,0.01,Ghana,209000,208184.95909760532
Santander,43.3805,-3.8,Spain,208763,208753.97851526178
Green Bay,44.515,-87.9896,United States,208625,206648.50731104214
Sidi bel Abbes,35.1903,-0.64,Algeria,208604,208089.9075350704
Bojnurd,37.47,57.32,Iran,208582,208542.37286870717
La Romana,18.417,-68.9666,Dominican Republic,208437,209272.32351404114
Gaborone,-24.6463,25.9119,Botswana,208411,207633.39565878286
Hajjah,15.6917,43.6021,Yemen,208287,207738.5860350992
Waitakere,-36.8524,174.5543,New Zealand,208100,209063.9648750213
Lobito,-12.37,13.5412,Angola,207932,207263.3690485343
College Station,30.5852,-96.296,United States,207308,207027.18711009607
Pingliang,35.5304,106.6801,China,207256,207448.5133827502
Moreno Valley,33.9244,-117.2045,United States,207226,207090.81741005435
Laoag,18.1988,120.5936,Philippines,207048,207531.8924393653
Bahir Dar,11.6001,37.3833,Ethiopia,206748,206271.31882617323
Yamoussoukro,6.8184,-5.2755,Côte D’Ivoire,206499,207221.93140718658
Beer Sheva,31.25,34.83,Israel,206408,207359.6235568524
Korla,41.73,86.15,China,206373,205970.91298418716
Salzburg,47.8105,13.04,Austria,206279,207299.174125791
Kalemie,-5.9333,29.2,Congo (Kinshasa),206257,206775.87085953238
Amarillo,35.1988,-101.8308,United States,206072,205071.38798573767
Portland,43.6773,-70.2715,United States,206023,206152.5954259738
North Shore,-36.7913,174.7758,New Zealand,205605,205786.8599223249
Jiutai,44.1447,125.8443,China,205399,206670.82750988912
Campeche,19.83,-90.5,Mexico,205212,207547.58178328286
Puqi,29.7204,113.88,China,205164,204680.5794962683
São Carlos,-22.02,-47.89,Brazil,205035,203546.58858928716
Fargo,46.8653,-96.8292,United States,204820,205684.03838457246
Funchal,32.65,-16.88,Portugal,204767,205207.3372808474
Criciúma,-28.68,-49.39,Brazil,204217,203510.62625715343
Lampang,18.2916,99.4813,Thailand,204081,204492.00682036686
Santa Barbara,34.4285,-119.7202,United States,204034,205626.71223319066
Colón,9.365,-79.875,Panama,204000,204280.30238498983
Norwich,41.5495,-72.0882,United States,203916,204162.7219403658
Salalah,17.0255,54.0852,Oman,203877,202106.61476753984
Sibu,2.303,111.843,Malaysia,203832,203470.16128359397
Las Tunas,20.9601,-76.9544,Cuba,203684,205126.55573797147
Lianxian,24.7815,112.3825,China,203639,203128.9594751703
Guaratinguetá,-22.82,-45.19,Brazil,203580,202913.88139816336
Pisa,43.7205,10.4,Italy,203336,204501.8483760818
Agartala,23.8354,91.28,India,203264,201892.77515983515
Erfurt,50.9701,11.03,Germany,203254,204633.6575799564
Timon,-5.115,-42.845,Brazil,203157,203184.84028513386
Edéa,3.8005,10.12,Cameroon,203149,202472.4872604492
Rostock,54.0704,12.15,Germany,203080,203234.36453646288
Glendale,34.1818,-118.2468,United States,203054,202777.7422725266
Ongole,15.5604,80.05,India,202860,202534.25615478744
Djougou,9.7004,1.68,Benin,202810,204963.86657113937
Khvoy,38.5304,44.97,Iran,202728,203210.9172229058
Mossoró,-5.19,-37.34,Brazil,202583,201829.56907545662
Barisal,22.7004,90.375,Bangladesh,202242,201733.92929548377
Biskra,34.86,5.73,Algeria,202103,201707.2672759122
Angren,41.0304,70.1549,Uzbekistan,202070,201291.142655619
Taranto,40.5084,17.23,Italy,202033,201932.75611078928
Yonkers,40.9466,-73.8674,United States,202019,201985.4231523415
